user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
all_samples_bin.83.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900555495.1, s__Slackia_A sp900555495, 95.0, 79.88, 0.32; GCF_003725295.1, s__Slackia_A faecicanis, 95.0, 79.65, 0.5; GCF_000296445.1, s__Slackia_A piriformis, 95.0, 79.51, 0.53; GCA_900553655.1, s__Slackia_A sp900553655, 95.0, 78.92, 0.35; GCA_900553775.1, s__Slackia_A sp900553775, 95.0, 78.83, 0.41; GCF_003725955.1, s__Slackia_A isoflavoniconvertens, 95.0, 77.52, 0.2; GCF_003725995.1, s__Slackia_A equolifaciens, 95.0, 77.32, 0.26	56.95	11	0.9622260622380866	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.84.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.05	11	0.8891199027192386	N/A
all_samples_bin.85.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900550235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900550235	80.7	0.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905197485.1, s__Faecalimonas sp900555395, 95.0, 78.72, 0.39; GCA_900556835.1, s__Faecalimonas sp900556835, 95.0, 78.63, 0.36; GCA_900551895.1, s__Faecalimonas sp900551895, 95.0, 78.04, 0.2; GCA_017465565.1, s__Faecalimonas sp017465565, 95.0, 77.78, 0.18; GCA_902381685.1, s__Faecalimonas sp000209385, 95.0, 77.56, 0.23; GCA_017472665.1, s__Faecalimonas sp017472665, 95.0, 77.54, 0.12; GCF_900104635.1, s__Faecalimonas phoceensis, 95.0, 77.29, 0.2; GCF_004346095.1, s__Faecalimonas umbilicata, 95.0, 77.28, 0.17; GCA_017410145.1, s__Faecalimonas sp017410145, 95.0, 77.24, 0.1; GCA_017416155.1, s__Faecalimonas sp017416155, 95.0, 77.06, 0.13; GCA_900546325.1, s__Faecalimonas sp900546325, 95.0, 76.69, 0.14; GCA_900316755.1, s__Faecalimonas sp900316755, 95.0, 76.0, 0.06	62.95	11	0.9772312999586246	N/A
all_samples_bin.86.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp002320245	GCA_002320245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp002320245	97.89	0.73	GCA_002320245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp002320245	97.89	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003480425.1, s__Schaedlerella sp900066545, 95.0, 79.01, 0.25; GCA_900765975.1, s__Schaedlerella sp900765975, 95.0, 78.35, 0.2; GCF_015560805.1, s__Schaedlerella glycyrrhizinilytica_A, 95.0, 78.24, 0.21; GCA_905203555.1, s__Schaedlerella sp905203555, 95.0, 78.15, 0.21; GCA_910574195.1, s__Schaedlerella sp910574195, 95.0, 77.63, 0.16; GCA_004556565.1, s__Schaedlerella sp004556565, 95.0, 77.58, 0.18; GCF_003885045.1, s__Schaedlerella arabinosiphila, 95.0, 77.27, 0.14; GCA_009774255.1, s__Schaedlerella sp009774255, 95.0, 77.15, 0.15; GCA_910575475.1, s__Schaedlerella sp910575475, 95.0, 77.13, 0.14; GCA_910589385.1, s__Schaedlerella sp910589385, 95.0, 77.08, 0.15; GCA_000403295.2, s__Schaedlerella sp000403295, 95.0, 77.04, 0.16; GCA_009911175.1, s__Schaedlerella sp009911175, 95.0, 76.99, 0.14; GCA_910574865.1, s__Schaedlerella sp910574865, 95.0, 76.68, 0.1	88.01	11	N/A	N/A
all_samples_bin.87.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	ANI	classification based on placement in class-level tree	GCA_910575405.1, s__BX12 sp910575405, 95.0, 78.38, 0.18; GCF_014333425.1, s__BX12 sp014333425, 95.0, 78.02, 0.16; GCA_902363595.1, s__BX12 sp902363595, 95.0, 77.71, 0.18; GCA_009911365.1, s__BX12 sp009911365, 95.0, 77.56, 0.16; GCA_910583765.1, s__BX12 sp910583765, 95.0, 77.48, 0.12	78.57	11	0.9177757206463897	N/A
all_samples_bin.88.fa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	N/A	N/A	N/A	N/A	N/A	GCA_905215795.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp905215795	94.96	0.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000297775.1, s__Sutterella wadsworthensis_A, 95.0, 79.81, 0.45; GCA_905198475.1, s__Sutterella sp905198475, 95.0, 79.67, 0.4; GCA_900764215.1, s__Sutterella sp900764215, 95.0, 79.6, 0.3; GCA_900770335.1, s__Sutterella sp900770335, 95.0, 79.43, 0.37; GCF_000250875.1, s__Sutterella parvirubra, 95.0, 79.19, 0.39; GCA_900754475.1, s__Sutterella sp900754475, 95.0, 79.14, 0.33; GCA_900543805.1, s__Sutterella merdavium, 95.0, 79.13, 0.33; GCF_003609995.1, s__Sutterella megalosphaeroides, 95.0, 79.11, 0.36; GCA_900545275.1, s__Sutterella sp900545275, 95.0, 78.94, 0.29; GCA_905186105.1, s__Sutterella sp905186105, 95.0, 78.87, 0.11; GCA_905206365.1, s__Sutterella sp905206365, 95.0, 78.84, 0.3; GCA_017936545.1, s__Sutterella sp017936545, 95.0, 78.45, 0.24; GCA_905213905.1, s__Sutterella sp905213905, 95.0, 78.45, 0.23; GCF_009183815.1, s__Sutterella seckii_A, 95.0, 78.41, 0.3; GCF_016899755.1, s__Sutterella massiliensis, 95.0, 78.25, 0.29; GCF_006337085.1, s__Sutterella faecalis, 95.0, 78.24, 0.27; GCA_905194315.1, s__Sutterella sp905194315, 95.0, 78.18, 0.17; GCA_900762445.1, s__Sutterella sp900762445, 95.0, 78.1, 0.09; GCF_003315195.1, s__Sutterella wadsworthensis, 95.0, 77.8, 0.15; GCA_905202595.1, s__Sutterella sp905202595, 95.0, 77.75, 0.24; GCA_900757865.1, s__Sutterella sp900757865, 95.0, 77.72, 0.08; GCA_905197905.1, s__Sutterella sp905197905, 95.0, 77.7, 0.09; GCA_905192805.1, s__Sutterella sp905192805, 95.0, 77.62, 0.07	91.7	11	0.999182885089715	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.89.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter othiniensis	GCF_000808015.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter othiniensis	99.35	0.91	GCF_000808015.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter othiniensis	99.35	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902363255.1, s__Terrisporobacter sp902363255, 95.0, 87.73, 0.73; GCF_000439105.1, s__Terrisporobacter glycolicus, 95.0, 87.04, 0.71; GCF_900114105.1, s__Terrisporobacter glycolicus_A, 95.0, 86.6, 0.67; GCF_014333445.1, s__Terrisporobacter mayombei, 95.0, 83.15, 0.7; GCA_900557165.1, s__Terrisporobacter sp900557165, 95.0, 83.01, 0.68; GCA_017888745.1, s__Terrisporobacter sp017888745, 95.0, 82.56, 0.61	80.24	11	N/A	N/A
all_samples_bin.9.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	GCA_900548365.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900548365	94.37	0.75	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_008014645.1, s__Collinsella sp008014645, 95.0, 84.71, 0.62; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 82.75, 0.46; GCA_900555585.1, s__Collinsella sp900555585, 95.0, 82.06, 0.55; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 81.66, 0.47; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 81.19, 0.39; GCF_000156215.1, s__Collinsella stercoris, 95.0, 81.07, 0.39; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 81.04, 0.43; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 80.96, 0.4; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 80.59, 0.39; GCA_900555555.1, s__Collinsella sp900555555, 95.0, 80.45, 0.31; GCF_016900375.1, s__Collinsella sp002305035, 95.0, 80.37, 0.41; GCA_019117005.1, s__Collinsella stercoripullorum, 95.0, 80.32, 0.42; GCF_016902615.1, s__Collinsella tanakaei_A, 95.0, 80.02, 0.41; GCF_900046475.1, s__Collinsella ihuae, 95.0, 79.92, 0.41; GCA_015062655.1, s__Collinsella sp015062655, 95.0, 79.9, 0.36; GCA_900554255.1, s__Collinsella sp900554255, 95.0, 79.6, 0.3; GCA_900554905.1, s__Collinsella sp900554905, 95.0183, 79.55, 0.31; GCA_900765115.1, s__Collinsella sp900765115, 95.0, 79.54, 0.28; GCA_900547835.1, s__Collinsella sp900547835, 95.0, 79.48, 0.28; GCA_900541205.1, s__Collinsella sp900541205, 95.0, 79.46, 0.32; GCF_015548375.1, s__Collinsella aerofaciens_AB, 95.0275, 79.46, 0.31; GCA_900543515.1, s__Collinsella sp900543515, 95.1148, 79.45, 0.29; GCF_902501965.1, s__Collinsella sp900556495, 95.0, 79.44, 0.36; GCA_900547285.1, s__Collinsella sp900547285, 95.0, 79.43, 0.29; GCA_900539035.1, s__Collinsella sp900539035, 95.0, 79.42, 0.29; GCA_905215755.1, s__Collinsella sp905215755, 95.0833, 79.39, 0.28; GCA_900760905.1, s__Collinsella sp900760905, 95.0, 79.38, 0.29; GCA_900547025.1, s__Collinsella sp900547025, 95.0, 79.37, 0.27; GCA_902363125.1, s__Collinsella sp902363125, 95.0, 79.36, 0.31; GCF_900199705.1, s__Collinsella provencensis, 95.0, 79.36, 0.28; GCA_018376905.1, s__Collinsella sp018376905, 95.0, 79.34, 0.31; GCA_905215835.1, s__Collinsella sp905215835, 95.0274, 79.33, 0.3; GCA_900541795.1, s__Collinsella sp900541795, 95.0323, 79.33, 0.31; GCA_900540995.1, s__Collinsella sp900540995, 95.0, 79.32, 0.31; GCA_900549535.1, s__Collinsella sp900549535, 95.0, 79.31, 0.27; GCA_900549185.1, s__Collinsella sp900549185, 95.0, 79.3, 0.27; GCA_900552755.1, s__Collinsella sp900552755, 95.0, 79.28, 0.27; GCA_900541235.1, s__Collinsella sp900541235, 95.0, 79.28, 0.29; GCA_900544465.1, s__Collinsella sp900544465, 95.0579, 79.27, 0.27; GCA_900541035.1, s__Collinsella sp900541035, 95.0, 79.25, 0.29; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 79.24, 0.29; GCA_018373675.1, s__Collinsella sp018373675, 95.0912, 79.22, 0.3; GCA_900554645.1, s__Collinsella sp900554645, 95.0, 79.22, 0.24; GCA_900751695.1, s__Collinsella sp900751695, 95.0, 79.22, 0.29; GCA_900760215.1, s__Collinsella sp900760215, 95.0, 79.21, 0.29; GCF_015546965.1, s__Collinsella aerofaciens_X, 95.0, 79.2, 0.3; GCA_900761085.1, s__Collinsella sp900761085, 95.0, 79.2, 0.27; GCA_900541885.1, s__Collinsella sp900541885, 95.0, 79.19, 0.29; GCA_900751665.1, s__Collinsella sp900751665, 95.0, 79.17, 0.3; GCA_905214435.1, s__Collinsella sp905214435, 95.174, 79.17, 0.3; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 79.17, 0.33; GCA_900761615.1, s__Collinsella sp900761615, 95.0, 79.17, 0.26; GCA_900754385.1, s__Collinsella sp900754385, 95.0, 79.17, 0.3; GCA_900548815.1, s__Collinsella sp900548815, 95.0, 79.16, 0.28; GCA_900549065.1, s__Collinsella sp900549065, 95.1036, 79.16, 0.3; GCA_900754435.1, s__Collinsella sp900754435, 95.0561, 79.15, 0.28; GCA_900752015.1, s__Collinsella sp900752015, 95.1642, 79.14, 0.28; GCA_900761945.1, s__Collinsella sp900761945, 95.0, 79.13, 0.27; GCA_900551185.1, s__Collinsella sp900551185, 95.0395, 79.13, 0.28; GCA_900755685.1, s__Collinsella sp900755685, 95.1616, 79.13, 0.3; GCF_015555045.1, s__Collinsella aerofaciens_W, 95.0, 79.12, 0.3; GCA_900760245.1, s__Collinsella sp900760245, 95.0, 79.12, 0.3; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 79.1, 0.31; GCA_900758885.1, s__Collinsella sp900758885, 95.0066, 79.1, 0.28; GCA_900542305.1, s__Collinsella sp900542305, 95.0, 79.1, 0.29; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 79.1, 0.3; GCA_900761035.1, s__Collinsella sp900761035, 95.0, 79.08, 0.28; GCA_900541135.1, s__Collinsella sp900541135, 95.0, 79.06, 0.3; GCA_018378775.1, s__Collinsella sp018378775, 95.0, 79.05, 0.27; GCA_900549745.1, s__Collinsella sp900549745, 95.1078, 79.05, 0.28; GCF_018785245.1, s__Collinsella aerofaciens_AD, 95.1928, 79.03, 0.31; GCA_900548565.1, s__Collinsella sp900548565, 95.0, 79.03, 0.28; GCA_900549195.1, s__Collinsella sp900549195, 95.0, 79.03, 0.28; GCA_900543605.1, s__Collinsella sp900543605, 95.0, 79.02, 0.29; GCA_900541055.1, s__Collinsella sp900541055, 95.001, 79.0, 0.32; GCA_900551365.1, s__Collinsella sp900551365, 95.0, 78.99, 0.28; GCA_900544645.1, s__Collinsella sp900544645, 95.0848, 78.99, 0.28; GCA_905215225.1, s__Collinsella sp905215225, 95.0, 78.99, 0.3; GCA_900541125.1, s__Collinsella sp900541125, 95.2242, 78.99, 0.32; GCA_008671135.1, s__Collinsella aerofaciens_J, 95.2147, 78.99, 0.33; GCA_900758845.1, s__Collinsella sp900758845, 95.0, 78.98, 0.28; GCA_900546775.1, s__Collinsella sp900546775, 95.4675, 78.98, 0.29; GCA_900540935.1, s__Collinsella sp900540935, 95.0, 78.96, 0.32; GCA_900540985.1, s__Collinsella sp900540985, 95.0011, 78.96, 0.31; GCA_900765185.1, s__Collinsella sp900765185, 95.0, 78.96, 0.26; GCF_009876115.1, s__Collinsella aerofaciens_N, 95.0, 78.94, 0.31; GCA_900553165.1, s__Collinsella sp900553165, 95.0, 78.93, 0.29; GCA_905210085.1, s__Collinsella sp905210085, 95.0, 78.93, 0.3; GCA_900554495.1, s__Collinsella sp900554495, 95.0, 78.91, 0.29; GCA_900551555.1, s__Collinsella sp900551555, 95.1179, 78.9, 0.27; GCA_900761995.1, s__Collinsella sp900761995, 95.0, 78.89, 0.27; GCA_900550195.1, s__Collinsella sp900550195, 95.1628, 78.88, 0.3; GCF_018889955.1, s__Collinsella sp018889955, 95.0, 78.87, 0.06; GCA_900541875.1, s__Collinsella sp900541875, 95.0, 78.87, 0.3; GCA_900550205.1, s__Collinsella sp900550205, 95.0, 78.83, 0.27; GCA_900556205.1, s__Collinsella sp900556205, 95.0, 78.78, 0.27; GCA_900556365.1, s__Collinsella sp900556365, 95.0, 78.77, 0.24; GCA_900764025.1, s__Collinsella sp900764025, 95.0, 78.49, 0.25; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 78.25, 0.24	67.3	11	0.9941674142669956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.90.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae	GCF_900459225.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae	99.03	0.99	GCF_900459225.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae	99.03	0.99	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002055535.1, s__Streptococcus pyogenes, 95.0, 87.1, 0.75; GCF_900636575.1, s__Streptococcus canis, 95.0, 85.06, 0.84; GCF_000425025.1, s__Streptococcus castoreus, 95.0, 80.61, 0.6; GCF_000188015.2, s__Streptococcus ictaluri, 95.0, 79.49, 0.47; GCF_900475595.1, s__Streptococcus uberis, 95.0, 79.04, 0.29; GCF_001302265.1, s__Streptococcus phocae, 95.0, 78.95, 0.38; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.91, 0.31; GCF_011421455.1, s__Streptococcus catagoni, 95.0, 78.87, 0.33; GCF_015594605.1, s__Streptococcus sp015594605, 95.0, 78.72, 0.19; GCF_016908645.1, s__Streptococcus loxodontisalivarius, 95.0, 78.7, 0.19; GCF_001598035.1, s__Streptococcus halotolerans, 95.0, 78.65, 0.15; GCF_010120595.1, s__Streptococcus thermophilus, 95.0, 78.58, 0.13; GCF_901542335.1, s__Streptococcus porcinus_A, 95.0, 78.57, 0.33; GCF_012277075.1, s__Streptococcus alactolyticus, 95.0, 78.53, 0.18; GCF_000187265.1, s__Streptococcus equinus, 95.0, 78.53, 0.18; GCF_000379985.1, s__Streptococcus caballi, 95.0, 78.52, 0.19; GCF_002887775.1, s__Streptococcus penaeicida, 95.0, 78.5, 0.31; GCA_900637675.1, s__Streptococcus equi, 95.0, 78.46, 0.38; GCF_003674745.1, s__Streptococcus iniae, 95.0, 78.44, 0.34; GCF_000380005.1, s__Streptococcus didelphis, 95.0, 78.43, 0.31; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 78.42, 0.15; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 78.42, 0.1; GCF_900459405.1, s__Streptococcus hyointestinalis, 95.0, 78.4, 0.12; GCF_016908655.1, s__Streptococcus saliviloxodontae, 95.0, 78.4, 0.22; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.6693, 78.4, 0.17; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 78.4, 0.23; GCA_000283635.1, s__Streptococcus macedonicus, 96.3165, 78.4, 0.19; GCF_010604095.1, s__Streptococcus sp000187445, 95.0, 78.39, 0.17; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 78.33, 0.22; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3165, 78.3, 0.2; GCF_900475415.1, s__Streptococcus porcinus, 95.0, 78.3, 0.33; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 78.29, 0.27; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 78.28, 0.18; GCF_000188035.1, s__Streptococcus pseudoporcinus, 95.0, 78.25, 0.33; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 78.24, 0.18; GCF_000376985.1, s__Streptococcus henryi, 95.0, 78.22, 0.25; GCA_900478025.1, s__Streptococcus pasteurianus, 96.1304, 78.22, 0.23; GCF_016648925.1, s__Streptococcus sp900766505, 95.2991, 78.21, 0.12; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 78.2, 0.21; GCF_009717815.1, s__Streptococcus parasanguinis_F, 95.25, 78.17, 0.12; GCF_003686955.1, s__Streptococcus sp003686955, 95.0, 78.16, 0.22; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 78.15, 0.22; GCF_000785785.1, s__Streptococcus uberis_A, 95.0, 78.14, 0.29; GCF_015553625.1, s__Streptococcus australis_B, 95.0, 78.13, 0.11; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 78.13, 0.17; GCF_009870755.1, s__Streptococcus halichoeri, 95.0, 78.11, 0.21; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 78.09, 0.12; GCF_009738225.1, s__Streptococcus sp001556435, 95.0, 78.05, 0.17; GCF_000187975.2, s__Streptococcus criceti, 95.0, 78.04, 0.11; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 78.03, 0.2; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 78.01, 0.21; GCF_006385805.1, s__Streptococcus xiaochunlingii, 95.0, 78.01, 0.12; GCF_003627135.1, s__Streptococcus koreensis, 95.0, 77.99, 0.1; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 77.99, 0.12; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 77.98, 0.23; GCF_900459175.1, s__Streptococcus downei, 95.0, 77.96, 0.1; GCF_000420785.1, s__Streptococcus hyovaginalis, 95.0, 77.95, 0.24; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 77.94, 0.23; GCF_000186465.1, s__Streptococcus australis, 95.0, 77.94, 0.12; GCF_000423725.1, s__Streptococcus devriesei, 95.0, 77.93, 0.15; GCF_000686605.1, s__Streptococcus sobrinus, 95.0, 77.9, 0.09; GCF_001553855.1, s__Streptococcus gordonii, 95.0, 77.87, 0.14; GCF_902729355.1, s__Streptococcus sp902729355, 95.0, 77.86, 0.21; GCF_001813295.1, s__Streptococcus sp001813295, 95.2593, 77.84, 0.12; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.2991, 77.8, 0.12; GCF_000448565.1, s__Streptococcus sp000448565, 95.2003, 77.78, 0.13; GCF_001937065.1, s__Streptococcus sp001937065, 95.0, 77.78, 0.12; GCA_018365265.1, s__Streptococcus parasanguinis_G, 95.0331, 77.77, 0.11; GCF_007859205.1, s__Streptococcus sp007859205, 95.0, 77.7, 0.17; GCF_000372425.1, s__Streptococcus ferus, 95.0, 77.68, 0.12; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 77.67, 0.14; GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 77.63, 0.14; GCF_011039275.1, s__Streptococcus hyointestinalis_A, 95.0, 77.63, 0.12; GCF_000423745.1, s__Streptococcus plurextorum, 95.0, 77.63, 0.14; GCF_000423765.1, s__Streptococcus porci, 95.0, 77.59, 0.17; GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 77.58, 0.12; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 77.55, 0.11; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.0, 77.54, 0.13; GCF_000187995.2, s__Streptococcus macacae, 95.0, 77.53, 0.1; GCA_900755085.1, s__Streptococcus sp900755085, 95.0, 77.43, 0.07; GCA_902363395.1, s__Streptococcus sp902363395, 95.0, 77.38, 0.13; GCA_001578795.1, s__Streptococcus gordonii_A, 95.0, 77.38, 0.13; GCF_000767835.1, s__Streptococcus sinensis, 95.0, 77.36, 0.11; GCF_006739205.1, s__Streptococcus mutans, 95.0, 77.36, 0.16; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 77.32, 0.12; GCF_016481305.1, s__Streptococcus pacificus, 95.0, 77.29, 0.13; GCF_000380085.1, s__Streptococcus merionis, 95.0, 77.27, 0.12; GCF_000380025.1, s__Streptococcus entericus, 95.0, 77.26, 0.1; GCF_000380125.1, s__Streptococcus ovis, 95.0, 77.26, 0.16; GCA_902836505.1, s__Streptococcus sp902836505, 95.0, 77.25, 0.05; GCF_007859195.1, s__Streptococcus pharyngis, 95.0, 77.24, 0.14; GCA_018366675.1, s__Streptococcus parasanguinis_E, 95.293, 77.22, 0.12; GCF_011038795.1, s__Streptococcus sp011038795, 95.0, 77.1, 0.14; GCF_000286075.1, s__Streptococcus ratti, 95.0, 76.99, 0.15; GCF_001578885.1, s__Streptococcus sp001578885, 95.0, 76.89, 0.11; GCF_016481285.1, s__Streptococcus zalophi, 95.0, 76.85, 0.15; GCF_003086355.1, s__Streptococcus chenjunshii, 95.0, 76.78, 0.11; GCF_001642085.1, s__Streptococcus pantholopis, 95.0, 76.75, 0.1; GCF_000380045.1, s__Streptococcus marimammalium, 95.0, 76.74, 0.14	72.22	11	N/A	N/A
all_samples_bin.91.fa	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.34	11	0.8860077303724605	N/A
